 8.60  -0.3925743E+00  -0.1805992E-01  -0.1423509E-01  -0.7647343E-02   0.3186487E-02  -0.6099406E-02   0.8076421E-03  -0.7324076E-03  -0.4069160E-03   0.1241455E-04  -0.1338131E-04  -0.3648782E-05
 8.70  -0.3656078E+00  -0.1651863E-01  -0.1326367E-01  -0.7089742E-02   0.2912762E-02  -0.5606127E-02   0.7236670E-03  -0.6618598E-03  -0.3729443E-03   0.1030927E-04  -0.1089976E-04  -0.3975604E-05
 8.80  -0.3407938E+00  -0.1513124E-01  -0.1237044E-01  -0.6578909E-02   0.2666203E-02  -0.5158333E-02   0.6496392E-03  -0.5991488E-03  -0.3418914E-03   0.8525911E-05  -0.8818290E-05  -0.4182351E-05
 8.90  -0.3179363E+00  -0.1388029E-01  -0.1154820E-01  -0.6110419E-02   0.2443751E-02  -0.4751289E-02   0.5842759E-03  -0.5432929E-03  -0.3135189E-03   0.7021159E-05  -0.7079720E-05  -0.4289428E-05
 9.00  -0.2968595E+00  -0.1275049E-01  -0.1079046E-01  -0.5680318E-02   0.2242730E-02  -0.4380815E-02   0.5264659E-03  -0.4934442E-03  -0.2876039E-03   0.5756296E-05  -0.5633816E-05  -0.4315228E-05
 9.10  -0.2774053E+00  -0.1172842E-01  -0.1009138E-01  -0.5285061E-02   0.2060792E-02  -0.4043206E-02   0.4752468E-03  -0.4488693E-03  -0.2639388E-03   0.4697010E-05  -0.4436681E-05  -0.4276019E-05
 9.20  -0.2594313E+00  -0.1080231E-01  -0.9445727E-02  -0.4921468E-02   0.1895876E-02  -0.3735180E-02   0.4297855E-03  -0.4089333E-03  -0.2423308E-03   0.3813122E-05  -0.3450162E-05  -0.4185958E-05
 9.30  -0.2428092E+00  -0.9961800E-02  -0.8848769E-02  -0.4586684E-02   0.1746169E-02  -0.3453822E-02   0.3893603E-03  -0.3730858E-03  -0.2226019E-03   0.3078266E-05  -0.2641260E-05  -0.4057188E-05
 9.40  -0.2274231E+00  -0.9197791E-02  -0.8296252E-02  -0.4278137E-02   0.1610075E-02  -0.3196535E-02   0.3533460E-03  -0.3408491E-03  -0.2045876E-03   0.2469544E-05  -0.1981564E-05  -0.3899981E-05
 9.50  -0.2131685E+00  -0.8502254E-02  -0.7784340E-02  -0.3993511E-02   0.1486184E-02  -0.2961008E-02   0.3212008E-03  -0.3118077E-03  -0.1881368E-03   0.1967181E-05  -0.1446723E-05  -0.3722909E-05
