R_Bohr             v_0_0_0               v_1_0_1               v_1_1_0               v_1_1_2               v_2_0_2               v_2_1_1               v_2_1_3               v_2_2_0               v_2_2_2               v_2_2_4               v_3_0_3               v_3_1_2               v_3_1_4               v_3_2_1               v_3_2_3               v_3_2_5               v_3_3_0               v_3_3_2               v_3_3_4               v_3_3_6               v_4_0_4               v_4_1_3               v_4_1_5               v_4_2_2               v_4_2_4               v_4_2_6               v_4_3_1               v_4_3_3               v_4_3_5               v_4_3_7               v_4_4_0               v_4_4_2               v_4_4_4               v_4_4_6               v_4_4_8               v_5_0_5               v_5_1_4               v_5_1_6               v_5_2_3               v_5_2_5               v_5_2_7               v_5_3_2               v_5_3_4               v_5_3_6               v_5_3_8               v_5_4_1               v_5_4_3               v_5_4_5               v_5_4_7               v_5_4_9               v_5_5_0               v_5_5_2               v_5_5_4               v_5_5_6               v_5_5_8              v_5_5_10   
 18.15 -0.324895391877E-04    0.329760844206E-05    0.222877680593E-04   -0.767875075229E-05   -0.257711765558E-05   -0.785077243319E-05    0.147139739241E-05    0.195188532238E-04   -0.116640646646E-04    0.187216580202E-05    0.630192754372E-09    0.116561487758E-05   -0.168242097874E-06   -0.414658022252E-05    0.155120260879E-05   -0.205344987497E-06    0.829692190557E-06   -0.580315269422E-06    0.197997532762E-06   -0.672938770497E-07   -0.492859407528E-07   -0.190866790272E-06    0.213396041620E-07    0.835406602089E-06   -0.218179137858E-06    0.203355519710E-07   -0.204162154734E-06    0.100242971294E-06   -0.263585696135E-07    0.522343224202E-08    0.421789854835E-07   -0.336471891920E-07    0.148472133922E-07   -0.355462924866E-08    0.305010119914E-09    0.569755728233E-11   -0.620484821692E-07    0.566400265513E-08   -0.810287917144E-07    0.185642218699E-07   -0.172871111987E-08    0.236562835598E-07   -0.101386291227E-07    0.278187679437E-08   -0.285134904080E-09   -0.549887674575E-08   -0.816034311284E-08    0.276735223465E-09   -0.241747962583E-07   -0.582474401547E-07   -0.233123870407E-07    0.311007927158E-07   -0.176303998412E-07   -0.487867276554E-08    0.790982465855E-08   -0.164352392447E-08   
 18.72 -0.267855868553E-04    0.262750952438E-05    0.203780023925E-04   -0.705166781157E-05   -0.206260843453E-05   -0.698341971978E-05    0.132599471636E-05    0.167697440441E-04   -0.100239328924E-04    0.161848912009E-05    0.258949485744E-09    0.100334435972E-05   -0.144820305397E-06   -0.346006104122E-05    0.130279089014E-05   -0.172731284592E-06    0.668869978445E-06   -0.470992289485E-06    0.160139779758E-06   -0.452371572459E-07   -0.280381484276E-07   -0.159841631921E-06    0.178708504798E-07    0.673773056985E-06   -0.180910303440E-06    0.178439509297E-07   -0.161330585888E-06    0.790789332813E-07   -0.211115000103E-07    0.342795270088E-08    0.321740500473E-07   -0.256660126051E-07    0.113254213470E-07   -0.271146625592E-08    0.232651740934E-09    0.222358152478E-11   -0.362526311054E-07    0.330932512779E-08   -0.637751183803E-07    0.146355532973E-07   -0.136616342281E-08    0.178886470430E-07   -0.736874782961E-08    0.192529451832E-08   -0.187851837859E-09   -0.320687245792E-08   -0.488677911470E-08   -0.238855507364E-09   -0.143836859606E-07   -0.340079278273E-07   -0.128471476161E-07    0.173280741976E-07   -0.983826746153E-08   -0.282776193265E-08    0.450216430310E-08   -0.933971894979E-09   
 19.30 -0.220901220609E-04    0.209363048857E-05    0.186326855351E-04   -0.647120365186E-05   -0.165237414411E-05   -0.621112911144E-05    0.119244223891E-05    0.144082098125E-04   -0.861396061758E-05    0.139791782324E-05    0.102590833734E-09    0.863649202966E-06   -0.124657030254E-06   -0.288529323192E-05    0.109150122281E-05   -0.144973201930E-06    0.539377669610E-06   -0.382023720311E-06    0.129394884407E-06   -0.305807352637E-07   -0.154818321468E-07   -0.133859801638E-06    0.149659840078E-07    0.543680682512E-06   -0.148996585694E-06    0.152731967035E-07   -0.127126556996E-06    0.622384915239E-07   -0.167914122943E-07    0.232120408447E-08    0.245298426583E-07   -0.195680449371E-07    0.863462190865E-08   -0.206725169544E-08    0.177373443021E-09    0.836416947727E-12   -0.205657421131E-07    0.187736433697E-08   -0.501971109126E-07    0.115306403552E-07   -0.107783253421E-08    0.134775537010E-07   -0.539660426529E-08    0.135771392952E-08   -0.127077712590E-09   -0.181484586618E-08   -0.283699205132E-08   -0.360047470742E-09   -0.830662106225E-08   -0.192927950376E-07   -0.686352537872E-08    0.936551503136E-08   -0.532614467661E-08   -0.159028275531E-08    0.248713842522E-08   -0.515127157334E-09   
 19.91 -0.182220891931E-04    0.166824977715E-05    0.170376447136E-04   -0.593511227279E-05   -0.132462609630E-05   -0.552393327218E-05    0.107047388286E-05    0.123794910976E-04   -0.740201414421E-05    0.120648789054E-05    0.391554268359E-10    0.743397299184E-06   -0.107300158952E-06   -0.240484379770E-05    0.912768366698E-06   -0.121432305230E-06    0.435088130128E-06   -0.309651823786E-06    0.104486350666E-06   -0.209391526388E-07   -0.829441235178E-08   -0.112101325581E-06    0.125333099892E-07    0.438888107474E-06   -0.122052486068E-06    0.128412154549E-07   -0.999697093851E-07    0.489028469996E-07   -0.132873011286E-07    0.162578255778E-08    0.186957399950E-07   -0.149140411121E-07    0.658098946569E-08   -0.157558306189E-08    0.135186714767E-09    0.303049131946E-12   -0.113249855819E-07    0.103381828919E-08   -0.395107763548E-07    0.908079258149E-08   -0.849492507279E-09    0.101281003687E-07   -0.397697379044E-08    0.973336911371E-09   -0.881856383065E-10   -0.996430618630E-09   -0.159649114231E-08   -0.320568134701E-09   -0.465513462139E-08   -0.106318968557E-07   -0.355344517420E-08    0.490882451226E-08   -0.279645198830E-08   -0.867491520378E-09    0.133311945181E-08   -0.275666709392E-09   
 20.53 -0.150339087753E-04    0.132930511798E-05    0.155798464491E-04   -0.544088436828E-05   -0.106238209353E-05   -0.491268713579E-05    0.959591215532E-06    0.106365997985E-04   -0.636038976895E-05    0.104060496350E-05    0.143839861225E-10    0.639886272840E-06   -0.923596282501E-07   -0.200372414622E-05    0.762244705813E-06   -0.101544486717E-06    0.351067041471E-06   -0.250824294521E-06    0.843431950762E-07   -0.146164484302E-07   -0.430976648572E-08   -0.938796443139E-07    0.104960634955E-07    0.354410588106E-06   -0.995668693920E-07    0.106589221738E-07   -0.785022307034E-07    0.383806079156E-07   -0.104765286995E-07    0.117537552034E-08    0.142463771517E-07   -0.113646774582E-07    0.501479245566E-08   -0.120061316161E-08    0.103013684299E-09    0.105681827816E-12   -0.605166302713E-08    0.552436796152E-09   -0.310998208504E-07    0.714977879973E-08   -0.669131307587E-09    0.759781667558E-08   -0.294490483185E-08    0.707123473628E-09   -0.625663156792E-10   -0.530598480109E-09   -0.870673944141E-09   -0.235983871043E-09   -0.253082997934E-08   -0.568958731162E-08   -0.178204661357E-08    0.249411186167E-08   -0.142341212875E-08   -0.458826232217E-09    0.693043310984E-09   -0.143078823639E-09   
 21.17 -0.124049928645E-04    0.105922801614E-05    0.142473633763E-04   -0.498589723595E-05   -0.852320380875E-06   -0.436910340864E-05    0.859156274085E-06    0.913920738097E-05   -0.546522223211E-05    0.897043818204E-06    0.508114332213E-11    0.550787144391E-06   -0.794992765801E-07   -0.166913546894E-05    0.635913477162E-06   -0.848028806669E-07    0.283347448273E-06   -0.203049739406E-06    0.680742609276E-07   -0.104491535376E-07   -0.217077452792E-08   -0.786198419658E-07    0.878996558897E-08    0.286264931427E-06   -0.809740115863E-07    0.876749780632E-08   -0.615859476670E-07    0.300996411392E-07   -0.824002088415E-08    0.872452388569E-09    0.108546558612E-07   -0.865901987176E-08    0.382089041518E-08   -0.914775929030E-09    0.784885396562E-10    0.354426903397E-13   -0.313674047512E-08    0.286343388804E-09   -0.244795427010E-07    0.562865065542E-08   -0.526888621837E-09    0.569316740660E-08   -0.218835021091E-08    0.518898290589E-09   -0.451754886221E-10   -0.273921805770E-09   -0.460038824710E-09   -0.155521300891E-09   -0.133429756266E-08   -0.295547676030E-08   -0.865222952675E-09    0.122784825907E-08   -0.702072007584E-09   -0.235192788754E-09    0.349280714086E-09   -0.719927284115E-10   
 21.83 -0.102365833974E-04    0.844023934110E-06    0.130293082373E-04   -0.456751342615E-05   -0.683929465078E-06   -0.388573281755E-05    0.768456357061E-06    0.785269373743E-05   -0.469596550582E-05    0.772933710838E-06    0.172427809712E-11    0.474093982357E-06   -0.684295720959E-07   -0.139021795797E-05    0.530158191409E-06   -0.707525893935E-07    0.228743303386E-06   -0.164288608068E-06    0.549443095760E-07   -0.766391907916E-08   -0.105933124227E-08   -0.658404686015E-07    0.736118818103E-08    0.231264274082E-06   -0.657081168842E-07    0.716637933223E-08   -0.482853439690E-07    0.235940739810E-07   -0.647048572020E-08    0.660549376224E-09    0.826989106024E-08   -0.659709086672E-08    0.291104092227E-08   -0.696944925235E-09    0.597984441471E-10    0.114209748126E-13   -0.157631473614E-08    0.143897050190E-09   -0.192686102836E-07    0.443082826548E-08   -0.414808729401E-09    0.426289492135E-08   -0.163014848453E-08    0.383491828898E-09   -0.330406779044E-10   -0.137034500082E-09   -0.235406628165E-09   -0.946892396360E-10   -0.681879828898E-09   -0.148951530931E-08   -0.406460868145E-09    0.585374771705E-09   -0.335375888643E-09   -0.116778881655E-09    0.170562798456E-09   -0.350991946271E-10   
 22.51 -0.844763908443E-05    0.672543352437E-06    0.119157544700E-04   -0.418314483528E-05   -0.548874471403E-06   -0.345591368717E-05    0.686748745039E-06    0.674733366604E-05   -0.403493951504E-05    0.665735509097E-06    0.561518332105E-12    0.408079655211E-06   -0.589012246991E-07   -0.115780643879E-05    0.441790456153E-06   -0.589894405589E-07    0.184696660931E-06   -0.132869296907E-06    0.443514013310E-07   -0.576052597645E-08   -0.500546937681E-09   -0.551383372341E-07    0.616465351262E-08    0.186854679256E-06   -0.532391989411E-07    0.583272530363E-08   -0.378429542178E-07    0.184892069860E-07   -0.507576927848E-08    0.506985797307E-09    0.630040846432E-08   -0.502598726352E-08    0.221777369485E-08   -0.530966814631E-09    0.455573835384E-10    0.353274760185E-14   -0.767599620774E-09    0.700719027918E-10   -0.151669538567E-07    0.348778142528E-08   -0.326539617041E-09    0.319052584405E-08   -0.121631737978E-08    0.284775139411E-09   -0.243793398632E-10   -0.663973261735E-10   -0.116609280732E-09   -0.540923782245E-10   -0.337604204549E-09   -0.727948570020E-09   -0.184631151629E-09    0.270102491998E-09   -0.155069881356E-09   -0.561325239616E-10    0.806558937919E-10   -0.165709748247E-10   
 23.21 -0.697154787164E-05    0.535902637789E-06    0.108976543224E-04   -0.383029351668E-05   -0.440520801772E-06   -0.307370716647E-05    0.613291086523E-06    0.579760080991E-05   -0.346693594138E-05    0.573214616825E-06    0.175289970728E-12    0.351257321934E-06   -0.506996273438E-07   -0.964198741480E-06    0.368045362067E-06   -0.491589735964E-07    0.149153502363E-06   -0.107422128712E-06    0.358058351596E-07   -0.442247955322E-08   -0.228860826128E-09   -0.461757990185E-07    0.516261127632E-08    0.150985848162E-06   -0.430927679211E-07    0.473398554365E-08   -0.296522512837E-07    0.144863860672E-07   -0.397921665233E-08    0.392546235475E-09    0.479987705596E-08   -0.382897729359E-08    0.168957951395E-08   -0.404509556289E-09    0.347072474802E-10    0.104787846012E-14   -0.361989682279E-09    0.330449773280E-10   -0.119384180414E-07    0.274539844628E-08   -0.257041433229E-09    0.238729060427E-08   -0.908487984628E-09    0.212115413962E-09   -0.180913270709E-10   -0.311414580085E-10   -0.558875527268E-10   -0.292433802351E-10   -0.161847953870E-09   -0.344776752047E-09   -0.810351530853E-10    0.120545083406E-09   -0.693571448395E-10   -0.261033170251E-10    0.369107090580E-10   -0.757119325258E-11   
 23.93 -0.575348765060E-05    0.427023266915E-06    0.996676010345E-05   -0.350657672753E-05   -0.353572057231E-06   -0.273382817739E-05    0.547361553152E-06    0.498157175184E-05   -0.297887637957E-05    0.493412344089E-06    0.523951609033E-13    0.302347099001E-06   -0.436400447493E-07   -0.802942656844E-06    0.306555217584E-06   -0.409542646856E-07    0.120463550197E-06   -0.868262331868E-07    0.289110910435E-07   -0.345257449208E-08   -0.101183121692E-09   -0.386700891742E-07    0.432344740452E-08    0.122009092779E-06   -0.348574486894E-07    0.383538887195E-08   -0.232313899134E-07    0.113490816640E-07   -0.311843206286E-08    0.305551924181E-09    0.365668782376E-08   -0.291702776629E-08    0.128717147617E-08   -0.308167303464E-09    0.264410040321E-10    0.297729809849E-15   -0.165213722140E-09    0.150818784703E-10   -0.939713389785E-08    0.216101365435E-08   -0.202330013004E-09    0.178600429072E-08   -0.678997551015E-09    0.158289112545E-09   -0.134722623926E-10   -0.141293642264E-10   -0.259009955259E-10   -0.150382242670E-10   -0.750822329154E-10   -0.158152854722E-09   -0.343387672184E-10    0.519990478894E-10   -0.299863456069E-10   -0.117356083047E-10    0.163355094212E-10   -0.334538517954E-11   
 24.68 -0.474829657823E-05    0.340264933957E-06    0.911555105611E-05   -0.320974122489E-05   -0.283791530584E-06   -0.243157780954E-05    0.488271702306E-06    0.428041553762E-05   -0.255951652446E-05    0.424617426574E-06    0.149778582960E-13    0.260247291310E-06   -0.375634609235E-07   -0.668645177864E-06    0.255311206087E-06   -0.341124620422E-07    0.972998733026E-07   -0.701660352413E-07    0.233471014139E-07   -0.272872021653E-08   -0.432245369422E-10   -0.323844054485E-07    0.362068659969E-08    0.985967950515E-07   -0.281846764352E-07    0.310397040351E-08   -0.181996358630E-07    0.889077010406E-08   -0.244335800497E-08    0.238559801675E-09    0.278576180239E-08   -0.222226914616E-08    0.980601381413E-09   -0.234770028000E-09    0.201434583694E-10    0.809398722668E-16   -0.729258103761E-10    0.665718479962E-11   -0.739680464570E-08    0.170101353728E-08   -0.159262222262E-09    0.133605143140E-08   -0.507667782011E-09    0.118250466973E-09   -0.100531798848E-10   -0.619737692123E-11   -0.116001949714E-10   -0.737928691223E-11   -0.336827069785E-10   -0.702127841901E-10   -0.140369763866E-10    0.216642471248E-10   -0.125228650989E-10   -0.509706680660E-11    0.698642017645E-11   -0.142847227234E-11   
 25.45 -0.391874579449E-05    0.271133297386E-06    0.833716663546E-05   -0.293767018526E-05   -0.227785570552E-06   -0.216278006771E-05    0.435374158987E-06    0.367795613198E-05   -0.219919060687E-05    0.365338743555E-06    0.408973550839E-14    0.224009598329E-06   -0.323330004740E-07   -0.556805385516E-06    0.212620216940E-06   -0.284104247272E-07    0.785946028749E-07   -0.566951925161E-07    0.188559653736E-07   -0.217495637838E-08   -0.178276411712E-10   -0.271204369777E-07    0.303215703309E-08    0.796786748315E-07   -0.227838637797E-07    0.251041264997E-08   -0.142572095135E-07    0.696476962767E-08   -0.191421505935E-08    0.186564768332E-09    0.212226364040E-08   -0.169298071502E-08    0.747046878060E-09   -0.178853731808E-09    0.153457949051E-10    0.210286855078E-16   -0.311083642534E-10    0.283979204894E-11   -0.582227786474E-08    0.133892789297E-08   -0.125361192530E-09    0.999411319274E-09   -0.379649146515E-09    0.883934396948E-10   -0.751048219046E-11   -0.262591568716E-11   -0.501726749014E-11   -0.346205109286E-11   -0.146017486665E-10   -0.301462079042E-10   -0.553030974366E-11    0.871065831090E-11   -0.504766505224E-11   -0.213695250377E-11    0.288519477980E-11   -0.588977578816E-12   
 26.24 -0.323413199618E-05    0.216047138137E-06    0.762534612724E-05   -0.268838505414E-05   -0.182833459616E-06   -0.192372417902E-05    0.388066642501E-06    0.316029720362E-05   -0.188959087984E-05    0.314279837705E-06    0.106529247769E-14    0.192817761083E-06   -0.278308465665E-07   -0.463670475858E-06    0.177061691720E-06   -0.236599654895E-07    0.634876212847E-07   -0.458065398712E-07    0.152300220427E-07   -0.174315914113E-08   -0.709307509681E-11   -0.227121076240E-07    0.253929082798E-08    0.643911793707E-07   -0.184154703749E-07    0.202961083641E-08   -0.111685945550E-07    0.545592753870E-08   -0.149958141659E-08    0.146028619067E-09    0.161679284275E-08   -0.128975451063E-08    0.569118757280E-09   -0.136255189027E-09    0.116908054662E-10    0.521471491149E-17   -0.128141227808E-10    0.116976399652E-11   -0.458291420246E-08    0.105391660154E-08   -0.986762289526E-10    0.747575750947E-09   -0.283945282830E-09    0.660967410820E-10   -0.561438471159E-11   -0.107400844325E-11   -0.209414461827E-11   -0.155477821339E-11   -0.611221757967E-11   -0.125078691397E-10   -0.209795493051E-11    0.337718239507E-11   -0.196210880566E-11   -0.864099731177E-12    0.114955636378E-11   -0.234295499621E-12   
 27.06 -0.266912619862E-05    0.172152835504E-06    0.697437416919E-05   -0.246004392998E-05   -0.146752820885E-06   -0.171111271572E-05    0.345793443957E-06    0.271550022973E-05   -0.162357753451E-05    0.270315540577E-06    0.264355233975E-15    0.165969178296E-06   -0.239555874416E-07   -0.386113224023E-06    0.147447319929E-06   -0.197031156556E-07    0.512856159511E-07   -0.370070246964E-07    0.123020634595E-07   -0.140187793841E-08   -0.271999937654E-11   -0.190203363298E-07    0.212653824942E-08    0.520371360866E-07   -0.148835297907E-07    0.164056255721E-08   -0.874900700320E-08    0.427393421014E-08   -0.117472815847E-08    0.114349463794E-09    0.123171235715E-08   -0.982566551772E-09    0.433568597962E-09   -0.103802537723E-09    0.890634172584E-11    0.123231594133E-17   -0.509273900341E-11    0.464901334675E-12   -0.360736870816E-08    0.829574038322E-09   -0.776714825108E-10    0.559192166141E-09   -0.212379454063E-09    0.494326450940E-10   -0.419832385300E-11   -0.423678369813E-12   -0.842844209113E-12   -0.668809338620E-12   -0.246852247854E-11   -0.501077576458E-11   -0.765546240038E-12    0.126145521333E-11   -0.734887961139E-12   -0.336699171600E-12    0.441505787462E-12   -0.898430276055E-13   
 27.90 -0.220282923163E-05    0.137176539512E-06    0.637903161418E-05   -0.225093761624E-05   -0.117792558316E-06   -0.152201530545E-05    0.308045157830E-06    0.233330825155E-05   -0.139501497210E-05    0.232470810533E-06    0.624081916748E-16    0.142859080949E-06   -0.206199322105E-07   -0.321528568936E-06    0.122784960713E-06   -0.164076909781E-07    0.414293756446E-07   -0.298968603614E-07    0.993739898657E-08   -0.112970890780E-08   -0.100437011130E-11   -0.159286491632E-07    0.178087711594E-08    0.420534696897E-07   -0.120285153055E-07    0.132594846515E-08   -0.685357677401E-08    0.334800352262E-08   -0.920235622811E-09    0.895612349605E-10    0.938348517079E-09   -0.748543165484E-09    0.330303133348E-09   -0.790793051447E-10    0.678506836648E-11    0.277772235300E-18   -0.195110304525E-11    0.178110521405E-12   -0.283948346360E-08    0.652986194252E-09   -0.611378968653E-10    0.418277506481E-09   -0.158855799033E-09    0.369729598281E-10   -0.313992126548E-11   -0.161063023908E-12   -0.326838360617E-12   -0.275646152828E-12   -0.961056028276E-12   -0.193648820633E-11   -0.268414673292E-12    0.453525313601E-12   -0.264963134302E-12   -0.126306159889E-12    0.163301494371E-12   -0.331785503953E-13   
 28.77 -0.181799516178E-05    0.109306378480E-06    0.583455116904E-05   -0.205948415204E-05   -0.945473861484E-07   -0.135382748743E-05    0.274357250341E-06    0.200490874364E-05   -0.119863086192E-05    0.199901763798E-06    0.139947036423E-16    0.122966909988E-06   -0.177487446458E-07   -0.267746818845E-06    0.102247219923E-06   -0.136633077248E-07    0.334676286254E-07   -0.241522650458E-07    0.802746841713E-08   -0.911436561361E-09   -0.356769273678E-12   -0.133395046105E-07    0.149140195477E-08    0.339852923318E-07   -0.972096727068E-08    0.107161091587E-08   -0.536877305367E-08    0.262266898934E-08   -0.720871971900E-09    0.701531354456E-10    0.714856760163E-09   -0.570258419319E-09    0.251632973761E-09   -0.602445411728E-10    0.516903037783E-11    0.588072723442E-19   -0.719898517431E-12    0.657174400133E-13   -0.223505469362E-08    0.513987815411E-09   -0.481237362981E-10    0.312872080474E-09   -0.118822780679E-09    0.276548916027E-10   -0.234852057290E-11   -0.589518806915E-13   -0.122007971130E-12   -0.108845388774E-12   -0.360365857645E-12   -0.721291579269E-12   -0.903241144605E-13    0.156791826950E-12   -0.918751558130E-13   -0.455708422296E-13    0.581123828354E-13   -0.117885633111E-13   
 29.67 -0.150039183668E-05    0.870985987779E-07    0.533657728598E-05   -0.188422240437E-05   -0.758894347982E-07   -0.120423420601E-05    0.244307885849E-06    0.172273001515E-05   -0.102989487099E-05    0.171878801843E-06    0.297881894071E-17    0.105844590707E-06   -0.152773507343E-07   -0.222961059207E-06    0.851445616910E-07   -0.113779022303E-07    0.270360744342E-07   -0.195112412109E-07    0.648472061850E-08   -0.735804261436E-09   -0.121789142945E-12   -0.111712161798E-07    0.124897993847E-08    0.274650592579E-07   -0.785602296962E-08    0.866036636915E-09   -0.420564387119E-08    0.205447496048E-08   -0.564697845683E-09    0.549530833853E-10    0.544595287792E-09   -0.434436750538E-09    0.191700127074E-09   -0.458957585161E-10    0.393789321589E-11    0.120818829458E-19   -0.255565026480E-12    0.233297885906E-13   -0.175928810736E-08    0.404577419429E-09   -0.378798421849E-10    0.234028422377E-09   -0.888789911041E-10    0.206855755522E-10   -0.175664860767E-11   -0.207556016408E-13   -0.438044349127E-13   -0.411692971797E-13   -0.130020839938E-12   -0.258685213909E-12   -0.291365060846E-13    0.520713315521E-13   -0.306071205779E-13   -0.157974162430E-13    0.198760332015E-13   -0.402581018140E-14   
 30.59 -0.123827383397E-05    0.694027742444E-07    0.488112984187E-05   -0.172380514166E-05   -0.609134445385E-07   -0.107117743780E-05    0.217515313557E-06    0.148026637164E-05   -0.884914357642E-06    0.147771694117E-06    0.598769084818E-18    0.911064397979E-07   -0.131500818856E-07   -0.185666563899E-06    0.709025571335E-07   -0.947474645407E-08    0.218405465825E-07   -0.157619166419E-07    0.523851131526E-08   -0.594215025667E-09   -0.399113736499E-13   -0.935537522413E-08    0.104596274781E-08    0.221957710215E-07   -0.634883521901E-08    0.699890527556E-09   -0.329450231182E-08    0.160937831353E-08   -0.442357773834E-09    0.430471649146E-10    0.414885950199E-09   -0.330964494347E-09    0.146041824374E-09   -0.349645063205E-10    0.299998293265E-11    0.270219891053E-20   -0.872023578631E-13    0.796044770896E-14   -0.138479593123E-08    0.318456746115E-09   -0.298165215446E-10    0.175053252211E-09   -0.664813344555E-10    0.154727212831E-10   -0.131395931488E-11   -0.702238887294E-14   -0.151115461698E-13   -0.149094754351E-13   -0.450950589488E-13   -0.892393726171E-13   -0.899807896873E-14    0.165947204163E-13   -0.978596111824E-14   -0.525604030539E-14    0.652696934451E-14   -0.131999915191E-14   
 31.55 -0.102194780095E-05    0.553022108324E-07    0.446457119866E-05   -0.157699188886E-05   -0.488928122815E-07   -0.952827484546E-06    0.193635029313E-06    0.127192795437E-05   -0.760344681331E-06    0.127036453027E-06    0.114718355818E-18    0.784204777699E-07   -0.113190209876E-07   -0.154610283262E-06    0.590427665775E-07   -0.788991950798E-08    0.176434696556E-07   -0.127330255859E-07    0.423181525239E-08   -0.479953033104E-09   -0.125421479010E-13   -0.783469267586E-08    0.875945270303E-09    0.179374211492E-07   -0.513079301011E-08    0.565615898468E-09   -0.258075686272E-08    0.126071061061E-08   -0.346522162622E-09    0.337209684691E-10    0.316070218198E-09   -0.252136809873E-09    0.111258217526E-09   -0.266368122048E-10    0.228546003959E-11    0.756786160616E-21   -0.285686741921E-13    0.260794837735E-14   -0.109002031183E-08    0.250668213439E-09   -0.234696054913E-10    0.130939800093E-09   -0.497279829936E-10    0.115735670196E-10   -0.982837334140E-12   -0.228089267422E-14   -0.500412346070E-14   -0.516694522713E-14   -0.150191379902E-13   -0.295805174090E-13   -0.265673926478E-14    0.506945459250E-14   -0.299962816490E-14   -0.167657416148E-14    0.205557419976E-14   -0.415089411962E-15   
 32.53 -0.843413866092E-06    0.440664592482E-07    0.408357629042E-05   -0.144264177685E-05   -0.392443269396E-07   -0.847557510596E-06    0.172356862803E-06    0.109291176025E-05   -0.653312097400E-06    0.109203830745E-06    0.196815817091E-19    0.675009510558E-07   -0.974292306565E-08   -0.128748758631E-06    0.491667410798E-07   -0.657018149917E-08    0.142529513675E-07   -0.102861631782E-07    0.341858733545E-08   -0.387694679263E-09   -0.377515588907E-14   -0.656119159891E-08    0.733563521428E-09    0.144960542478E-07   -0.414643212997E-08    0.457100917766E-09   -0.202164244765E-08    0.987580852101E-09   -0.271449034059E-09    0.264153679324E-10    0.240789987574E-09   -0.192083960527E-09    0.847592189115E-10   -0.202925720632E-10    0.174111910228E-11    0.212664146381E-21   -0.897647593931E-14    0.819432740995E-15   -0.857992324678E-09    0.197309537173E-09   -0.184737304176E-10    0.979429382322E-10   -0.371965071987E-10    0.865701819684E-11   -0.735160980792E-12   -0.710454786655E-15   -0.158899982202E-14   -0.171234636708E-14   -0.479838984652E-14   -0.941109733622E-14   -0.748868802410E-15    0.148278448750E-14   -0.880484911797E-15   -0.512125603418E-15    0.620145631733E-15   -0.125042257122E-15   
 33.55 -0.696069752725E-06    0.351134755997E-07    0.373510542771E-05   -0.131970653380E-05   -0.314998694946E-07   -0.753920950758E-06    0.153402093170E-06    0.939090845188E-06   -0.561347481892E-06    0.938692693029E-07    0.374022861218E-20    0.581018953596E-07   -0.838628623157E-08   -0.107213068205E-06    0.409426657537E-07   -0.547119365651E-08    0.115139878301E-07   -0.830949865258E-08    0.276164118732E-08   -0.313182738182E-09   -0.108709244543E-14   -0.549469353536E-08    0.614325413031E-09    0.117149278722E-07   -0.335092321042E-08    0.369404487369E-09   -0.158365872766E-08    0.773623957467E-09   -0.212640292352E-09    0.206925351981E-10    0.183439675020E-09   -0.146334237776E-09    0.645716365897E-10   -0.154593754587E-10    0.132642692298E-11   -0.118064952780E-20   -0.270193899033E-14    0.246649998457E-15   -0.675355148181E-09    0.155309095307E-09   -0.145413060086E-10    0.732612914660E-10   -0.278229742607E-10    0.647544541426E-11   -0.549899925107E-12   -0.211984048937E-15   -0.483310002852E-15   -0.542241992019E-15   -0.146891196465E-14   -0.287052581629E-14   -0.201209845293E-15    0.414769838705E-15   -0.247204007852E-15   -0.149623088414E-15    0.179008176056E-15   -0.360412306483E-16   
 34.59 -0.574466606529E-06    0.279794698672E-07    0.341637954800E-05   -0.120722371837E-05   -0.252836997742E-07   -0.670631458199E-06    0.136520661527E-06    0.806919141357E-06   -0.482329372502E-06    0.806841431774E-07   -0.383493389374E-21    0.500115952675E-07   -0.721855199758E-08   -0.892796335964E-07    0.340942229786E-07   -0.455603213293E-08    0.930136744241E-08   -0.671268167243E-08    0.223094112771E-08   -0.252995848769E-09   -0.299107544818E-15   -0.460155089093E-08    0.514469029704E-09    0.946737189932E-08   -0.270803536022E-08    0.298532817405E-09   -0.124056306654E-08    0.606020281598E-09   -0.166572311542E-09    0.162095472048E-10    0.139748810611E-09   -0.111480985117E-09    0.491922448707E-10   -0.117773286117E-10    0.101050432408E-11   -0.236245563457E-21   -0.778173623535E-15    0.710368264495E-16   -0.531595170558E-09    0.122249108833E-09   -0.114459600540E-10    0.547994257239E-10   -0.208115762547E-10    0.484363090612E-11   -0.411324918305E-12   -0.605216426493E-16   -0.140651350779E-15   -0.163928515272E-15   -0.430369663271E-15   -0.838399715996E-15   -0.514470831581E-16    0.110819523870E-15   -0.663037646386E-16   -0.417588742721E-16    0.493775648658E-16   -0.992717621059E-17   
