R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_3             v_1_0_4_3             v_1_0_4_5             v_1_0_6_7             v_2_0_0_2             v_2_0_2_0             v_2_0_2_2             v_2_0_2_4             v_2_0_4_6             v_2_2_0_2             v_2_2_2_0             v_2_2_2_1             v_2_2_2_2             v_2_2_2_3             v_2_2_2_4             v_2_2_4_6             v_2_2_6_8             v_3_0_0_3             v_3_0_2_1             v_3_0_2_3             v_3_0_2_5             v_3_0_4_7             v_3_2_0_3             v_3_2_2_1             v_3_2_2_3             v_3_2_2_4             v_3_2_2_5             v_3_2_4_7             v_3_2_6_9             v_4_0_0_4             v_4_0_2_4             v_4_0_2_6             v_4_0_4_8             v_4_2_0_4             v_4_2_2_2             v_4_2_2_4             v_4_2_2_6             v_4_2_4_8             v_4_4_0_4             v_4_4_2_2             v_4_4_2_4             v_4_4_2_5             v_4_4_2_6             v_4_4_4_8             v_5_0_0_5             v_5_0_2_7             v_5_2_0_5             v_5_2_2_7             v_5_4_0_5             v_5_4_2_5             v_5_4_2_7             v_5_4_4_9             v_6_0_0_6             v_6_0_2_8            v_6_0_4_10             v_6_2_0_6             v_6_2_2_8            v_6_2_4_10             v_6_4_0_6             v_6_4_2_8            v_6_4_4_10             v_6_6_0_6             v_6_6_2_8            v_6_6_4_10             v_7_0_0_7             v_7_0_2_9             v_7_2_0_7             v_7_2_2_9            v_7_2_4_11             v_7_4_0_7             v_7_4_2_9             v_7_6_0_7             v_7_6_2_9            v_7_6_4_11             v_8_6_0_8            v_8_6_2_10            v_9_4_2_11            v_9_6_2_11   
  5.70  0.407089315333E+02    0.661694900130E+02    0.758256018699E+01   -0.334198188777E+03    0.281384134431E+02   -0.959974208389E+03    0.203087350353E+01   -0.337459076599E+02   -0.134227687029E+01    0.220305386072E+02   -0.100739508843E+01   -0.462641635542E+01   -0.530583658181E+02   -0.208091006724E+01   -0.662267495305E+02    0.800915050388E+01   -0.618987630189E+01   -0.733554357406E+01   -0.567233087770E+01    0.587302303189E+03    0.306492972903E+02    0.147680314225E+01    0.106712358325E+03    0.250321032624E+01   -0.674631041567E+01    0.184772204100E+03    0.115319284819E+02   -0.133238021716E+03   -0.302532718473E+01    0.104623069611E+02    0.533135980312E+00   -0.234697833776E+03   -0.158897417015E+02   -0.112404840798E+01   -0.432907279838E+02    0.229631225479E+01   -0.770415476414E+02   -0.652895831551E+01    0.405155328615E+02    0.432900620492E+00   -0.240236978342E+01    0.673115656105E+02    0.622574316040E+01   -0.618370607191E+01    0.106435091371E+01   -0.972864020975E+00   -0.696571656744E+00    0.595506371735E+02    0.565240770940E+01    0.608412796650E+01    0.504295045683E+01   -0.499349992537E+01    0.386245103626E+01   -0.520363672149E+01    0.125408728315E+01   -0.392314640528E+02   -0.399186785316E+01    0.954964197549E+00    0.850304481990E+01    0.144905702213E+01   -0.191322520799E+01   -0.111683878972E+02   -0.188820222522E+01    0.334182422501E+01    0.156730137161E+02    0.205862910122E+01   -0.131219442849E+00    0.529066756330E+01    0.415726065627E+00   -0.134326815623E+01   -0.435405865437E+01    0.144976863678E+01    0.430475351137E+01    0.642302916185E+00   -0.142117788008E+01   -0.292170528462E+01   -0.831585006176E+00   -0.435364717862E+01   -0.518576965327E+00    0.865415499926E+00    0.238488316298E+01    0.712789380592E+00   -0.783458492132E+00   
  5.97 -0.482883960701E+03    0.343219156900E+01    0.253967964773E+01   -0.147922433648E+03    0.191102526225E+02   -0.782977006193E+03    0.125770027581E+01   -0.250882631666E+02   -0.826463730441E+00    0.480279739556E+01   -0.676982990576E+00   -0.373230226297E+01   -0.431327935940E+02   -0.144442601032E+01   -0.839671743194E+02    0.446093899887E+01   -0.441101417135E+01   -0.433487232939E+01   -0.388185348509E+01    0.458525251126E+03    0.223786186508E+02    0.998735513036E+00    0.477727375931E+02    0.109707827682E+01   -0.365022690239E+01    0.136487673812E+03    0.787724763309E+01   -0.525678293639E+02   -0.118719282150E+01    0.592350377327E+01    0.256075567423E+00   -0.172601082383E+03   -0.108640263580E+02   -0.704650511611E+00   -0.203223754185E+02    0.111708715759E+01   -0.542860654782E+02   -0.424756269056E+01    0.190255117456E+02    0.483402626647E-01   -0.120796497546E+01    0.474118917388E+02    0.407153888881E+01   -0.112729942266E+02    0.420309414858E+00   -0.183440187818E+00   -0.410909457868E+00    0.421111274189E+02    0.371699156385E+01    0.368182888885E+01    0.346640978264E+01   -0.371919257435E+01    0.248351538511E+01    0.431499085614E+00    0.393438927707E+00   -0.262022176477E+02   -0.241732346301E+01   -0.196116843946E+00    0.530805556865E+01    0.908468875847E+00   -0.250658465633E+00   -0.694190234299E+01   -0.115457698834E+01    0.815732662220E+00    0.987066199366E+01    0.117692164478E+01   -0.588470643481E+00    0.336130891796E+01    0.195334332492E+00   -0.428758588955E+00   -0.260757495503E+01    0.510839268110E+00    0.254405935626E+01    0.331154512250E+00   -0.661235742841E+00   -0.174647961298E+01   -0.824300931824E-01   -0.261845722204E+01   -0.285965144730E+00    0.323174995063E+00    0.142292909339E+01    0.433086866261E+00   -0.456271065747E+00   
  6.24 -0.698411923881E+03   -0.260610515295E+02   -0.451103819490E+00   -0.449560757972E+02    0.136406824245E+02   -0.646933352863E+03    0.654704759140E+00   -0.190000453867E+02   -0.499416241094E+00   -0.509117202027E+01   -0.604775211891E+00   -0.287520706663E+01   -0.355168372352E+02   -0.100186350471E+01   -0.811134774546E+02    0.264376035777E+01   -0.324070935313E+01   -0.286932969497E+01   -0.271144568291E+01    0.363161773174E+03    0.166500831846E+02    0.656382043011E+00    0.158831910160E+02    0.410610613318E+00   -0.203529658130E+01    0.102808077270E+03    0.548770722881E+01   -0.100124351275E+02   -0.245466231540E+00    0.344192063865E+01    0.789497466765E-01   -0.129594232007E+03   -0.755835386333E+01   -0.388191950593E+00   -0.771986351381E+01    0.584197445290E+00   -0.391638282068E+02   -0.279040430137E+01    0.712169476854E+01   -0.976765686726E-01   -0.654083107827E+00    0.342582464936E+02    0.268320357872E+01   -0.120362966448E+02    0.585949578660E-01    0.156725371246E+00   -0.231435063447E+00    0.305738115131E+02    0.249333198708E+01    0.216870739634E+01    0.246510627010E+01   -0.262705562916E+01    0.164775358344E+01    0.268916394647E+01    0.415628017981E-02   -0.181403771014E+02   -0.149225887685E+01   -0.576234603200E+00    0.343464018684E+01    0.554606999831E+00    0.396393015709E+00   -0.446460436983E+01   -0.693083157095E+00   -0.282406788910E+00    0.641410961143E+01    0.675500004988E+00   -0.608886120867E+00    0.224132928697E+01    0.823130032943E-01   -0.157938949469E-02   -0.158518068466E+01    0.572875658144E-01    0.151896563639E+01    0.155087143417E+00   -0.229347185194E+00   -0.104443509805E+01    0.217385992549E+00   -0.157309976336E+01   -0.155116643774E+00    0.299268801428E-01    0.813956465051E+00    0.248530004664E+00   -0.244459343019E+00   
  6.51 -0.747741404165E+03   -0.372102068172E+02   -0.207995455141E+01    0.835265002307E+01    0.101806202101E+02   -0.540724192188E+03    0.214206962861E+00   -0.146609328929E+02   -0.369535933515E+00   -0.102482319279E+02   -0.634122735582E+00   -0.214275370338E+01   -0.294432391735E+02   -0.703857298939E+00   -0.699173741934E+02    0.175930263072E+01   -0.245046894758E+01   -0.218057964716E+01   -0.192329217562E+01    0.291520857306E+03    0.125939984153E+02    0.448537654972E+00   -0.248435737488E+00    0.123601508059E+00   -0.121143401314E+01    0.787104517494E+02    0.389543335053E+01    0.105693497604E+02    0.173392609792E+00    0.211966063264E+01   -0.166747560760E-01   -0.990322521723E+02   -0.535790997668E+01   -0.190040789615E+00   -0.111227755243E+01    0.364307167359E+00   -0.288277807494E+02   -0.186104602120E+01    0.826725766907E+00   -0.107590460975E+00   -0.421193086927E+00    0.252791588855E+02    0.179070869669E+01   -0.108717406651E+02   -0.105976356287E+00    0.246815880852E+00   -0.112139450597E+00    0.227115403317E+02    0.171876766980E+01    0.121910398010E+01    0.181289664083E+01   -0.177138695587E+01    0.113744993974E+01    0.331278143134E+01   -0.878584200662E-01   -0.129902108058E+02   -0.956373583672E+00   -0.604051514152E+00    0.233331830637E+01    0.332786327244E+00    0.549946729003E+00   -0.301840424625E+01   -0.418801808230E+00   -0.652144806898E+00    0.435194088026E+01    0.397670300612E+00   -0.479442187157E+00    0.157641070648E+01    0.310036588658E-01    0.139043140329E+00   -0.101437602050E+01   -0.103270329124E+00    0.956561478177E+00    0.697447438426E-01   -0.279838786462E-01   -0.653413823802E+00    0.263880432080E+00   -0.972945628247E+00   -0.840455862466E-01   -0.671520034501E-01    0.473852072030E+00    0.146594106489E+00   -0.136765844823E+00   
  6.78 -0.713969636799E+03   -0.388233268597E+02   -0.278013018568E+01    0.332264388805E+02    0.782554203800E+01   -0.456250788026E+03   -0.863530677202E-01   -0.115100788406E+02   -0.362793951728E+00   -0.125909752723E+02   -0.649111532913E+00   -0.158164071477E+01   -0.244401711117E+02   -0.505348710779E+00   -0.566496901774E+02    0.129894574054E+01   -0.189288296145E+01   -0.181088051014E+01   -0.138162528990E+01    0.236726911027E+03    0.965143184519E+01    0.333909930621E+00   -0.754826980244E+01   -0.254157759370E-02   -0.763941248974E+00    0.610316397968E+02    0.280880235961E+01    0.190921213964E+02    0.346034303053E+00    0.139087544774E+01   -0.524670764656E-01   -0.767442559664E+02   -0.387378264777E+01   -0.837268195098E-01    0.209936939176E+01    0.254327187232E+00   -0.215183702278E+02   -0.126397419831E+01   -0.225325643430E+01   -0.873211561441E-01   -0.303420733914E+00    0.189095144314E+02    0.121528777450E+01   -0.904699786681E+01   -0.171489374550E+00    0.236917519710E+00   -0.374293896063E-01    0.171648653460E+02    0.122262605868E+01    0.630399130769E+00    0.136468869404E+01   -0.114735570820E+01    0.810801205192E+00    0.324325922188E+01   -0.712053030778E-01   -0.950069486177E+01   -0.645716004735E+00   -0.531422860397E+00    0.163895009333E+01    0.199184228151E+00    0.528942683986E+00   -0.212237028778E+01   -0.261148975850E+00   -0.730807404259E+00    0.305479937076E+01    0.246269773698E+00   -0.351462132426E+00    0.114134639293E+01    0.983847231156E-02    0.159570582308E+00   -0.682995858313E+00   -0.139218674766E+00    0.640723933695E+00    0.330069103396E-01    0.556858758940E-01   -0.435330268798E+00    0.218686173789E+00   -0.623903814692E+00   -0.444982586150E-01   -0.698091416793E-01    0.290901103742E+00    0.906158746068E-01   -0.867538401158E-01   
  7.05 -0.640365062707E+03   -0.355929316941E+02   -0.285053910680E+01    0.416444826518E+02    0.617303171650E+01   -0.388397161089E+03   -0.274434796840E+00   -0.918845439887E+01   -0.402271275874E+00   -0.131730998448E+02   -0.619585979910E+00   -0.117318708394E+01   -0.202879882068E+02   -0.372107047016E+00   -0.439865926758E+02    0.104552915466E+01   -0.148407635959E+01   -0.158737011327E+01   -0.100932032465E+01    0.194333401735E+03    0.748815392474E+01    0.272360379235E+00   -0.989363817034E+01   -0.563735490858E-01   -0.520136807716E+00    0.479201445298E+02    0.206294721940E+01    0.209393843526E+02    0.387436219301E+00    0.995638433770E+00   -0.520608117184E-01   -0.602919433185E+02   -0.287086909452E+01   -0.380502657501E-01    0.331609032984E+01    0.185975744847E+00   -0.162755746612E+02   -0.882500808528E+00   -0.342588984865E+01   -0.752717523612E-01   -0.227240746361E+00    0.143177961191E+02    0.847413061178E+00   -0.711609662834E+01   -0.187965171254E+00    0.191648965516E+00    0.251203589988E-02    0.131863088809E+02    0.900942595535E+00    0.280986088002E+00    0.104087062094E+01   -0.713033551972E+00    0.598816995973E+00    0.286306932752E+01   -0.360209139310E-01   -0.705820075035E+01   -0.466166355475E+00   -0.442392467197E+00    0.117569454842E+01    0.123216695301E+00    0.453923481179E+00   -0.153711131590E+01   -0.173684630226E+00   -0.692412195196E+00    0.220109266400E+01    0.167656561125E+00   -0.260018951223E+00    0.836376390225E+00    0.264147075127E-02    0.136242330894E+00   -0.481767777569E+00   -0.127207535064E+00    0.456627937687E+00    0.216497893471E-01    0.810487625126E-01   -0.310752794899E+00    0.154939317103E+00   -0.418463984776E+00   -0.231814695729E-01   -0.398843997814E-01    0.194206604714E+00    0.594683862437E-01   -0.649457536965E-01   
  7.32 -0.555996952921E+03   -0.307212922937E+02   -0.254522213784E+01    0.420669690965E+02    0.496655271447E+01   -0.333169661585E+03   -0.373931337803E+00   -0.742546416794E+01   -0.430978495450E+00   -0.127486421314E+02   -0.545967720513E+00   -0.882052284550E+00   -0.168404283760E+02   -0.278942212175E+00   -0.334110232547E+02    0.876184922284E+00   -0.116617621370E+01   -0.141912958670E+01   -0.749559989993E+00    0.160898468915E+03    0.585687434835E+01    0.233392122109E+00   -0.999983363680E+01   -0.799921504917E-01   -0.378672722929E+00    0.379942715263E+02    0.153827864661E+01    0.198322901330E+02    0.362396918774E+00    0.770902404310E+00   -0.361736182986E-01   -0.478625645593E+02   -0.217323567598E+01   -0.261169747697E-01    0.352263683876E+01    0.130408843061E+00   -0.124167148782E+02   -0.630914496600E+00   -0.361751191089E+01   -0.820937967125E-01   -0.161544521796E+00    0.109208803190E+02    0.605633369816E+00   -0.540708117546E+01   -0.184482669611E+00    0.145343371427E+00    0.175853760821E-01    0.102416831359E+02    0.678208699963E+00    0.805221931037E-01    0.789715755648E+00   -0.423713155534E+00    0.455029295599E+00    0.239479175144E+01   -0.263167608162E-01   -0.526333408756E+01   -0.351351584347E+00   -0.371984822453E+00    0.835394349982E+00    0.803750789499E-01    0.384283968297E+00   -0.111239362537E+01   -0.122062728379E+00   -0.627783958053E+00    0.158461554950E+01    0.123611346624E+00   -0.208984848215E+00    0.603929708387E+00   -0.839279606492E-03    0.111933057519E+00   -0.341534259162E+00   -0.109237536297E+00    0.330172496965E+00    0.194666402603E-01    0.841374914790E-01   -0.226687595808E+00    0.111040620191E+00   -0.284942139846E+00   -0.111066526820E-01   -0.155382673004E-01    0.135365758022E+00    0.393146342960E-01   -0.521018380285E-01   
  7.59 -0.472948968619E+03   -0.255531401687E+02   -0.205931416592E+01    0.385392590865E+02    0.408251613420E+01   -0.287920916925E+03   -0.399431820663E+00   -0.607171561539E+01   -0.432918627495E+00   -0.117951868134E+02   -0.459368236840E+00   -0.663976820333E+00   -0.140155252019E+02   -0.215615318276E+00   -0.249997221286E+02    0.761794520561E+00   -0.914392208253E+00   -0.128645496080E+01   -0.569614542624E+00    0.134327816152E+03    0.462038330036E+01    0.205002845114E+00   -0.906654567023E+01   -0.743873875892E-01   -0.305172144094E+00    0.304337041777E+02    0.117005873425E+01    0.174434857469E+02    0.290078043701E+00    0.651847558383E+00   -0.181439296962E-01   -0.383968677744E+02   -0.168194750897E+01   -0.304946545793E-01    0.321587377982E+01    0.938305115840E-01   -0.957662285380E+01   -0.464035707966E+00   -0.330643326997E+01   -0.877459161465E-01   -0.115491512621E+00    0.841349132953E+01    0.446409414744E+00   -0.400336972793E+01   -0.166059006935E+00    0.100897271756E+00    0.183103014034E-01    0.804540561948E+01    0.518066897905E+00   -0.205705025744E-01    0.595734192790E+00   -0.240452883502E+00    0.354832242621E+00    0.191282767489E+01   -0.303519832391E-01   -0.395044073071E+01   -0.272667286323E+00   -0.314063361496E+00    0.585444590795E+00    0.556900194802E-01    0.321603766062E+00   -0.800569288297E+00   -0.892707683120E-01   -0.548871417335E+00    0.113515814516E+01    0.964056126932E-01   -0.177730510024E+00    0.430477186001E+00   -0.298704110822E-02    0.915496371801E-01   -0.239553422392E+00   -0.912702922440E-01    0.237537577786E+00    0.193367477198E-01    0.759161701278E-01   -0.165046824398E+00    0.855245915084E-01   -0.195198328407E+00   -0.389284998257E-02   -0.247563111373E-02    0.955101028791E-01    0.253153275402E-01   -0.412432883351E-01   
  7.86 -0.397788343146E+03   -0.208356083528E+02   -0.154228188286E+01    0.336194347359E+02    0.341517731470E+01   -0.250475216465E+03   -0.369308902550E+00   -0.501465704994E+01   -0.406243359742E+00   -0.106379912464E+02   -0.384131061328E+00   -0.487640602257E+00   -0.117272457591E+02   -0.174262322623E+00   -0.185364586118E+02    0.682094507716E+00   -0.713098823987E+00   -0.117302389776E+01   -0.444613808856E+00    0.112970904848E+03    0.367400696949E+01    0.180521900199E+00   -0.781668380009E+01   -0.437944710845E-01   -0.273326350433E+00    0.246023265906E+02    0.909024773910E+00    0.147728247602E+02    0.190884735725E+00    0.590254438925E+00   -0.531663411103E-02   -0.310826078887E+02   -0.132509723288E+01   -0.389224883591E-01    0.272637786758E+01    0.788482475022E-01   -0.747386401805E+01   -0.350078773642E+00   -0.281420192554E+01   -0.790481738619E-01   -0.937738946867E-01    0.655735229394E+01    0.338743738387E+00   -0.291843996435E+01   -0.136277218131E+00    0.588117069562E-01    0.131630300805E-01    0.638416004054E+01    0.397518437131E+00   -0.607554297847E-01    0.449189026380E+00   -0.129387000250E+00    0.280959968256E+00    0.146380435378E+01   -0.337498208873E-01   -0.299796055836E+01   -0.213489160161E+00   -0.261269308330E+00    0.405842467723E+00    0.394295210626E-01    0.262463104108E+00   -0.573511095264E+00   -0.652792280618E-01   -0.460223994915E+00    0.809968746289E+00    0.760905341359E-01   -0.149878389404E+00    0.307128922006E+00   -0.443230573969E-02    0.750392267196E-01   -0.163750761304E+00   -0.746738313126E-01    0.166897946135E+00    0.178696148327E-01    0.630743525229E-01   -0.116905357242E+00    0.709651722712E-01   -0.133026920991E+00    0.835778135539E-03    0.842264686821E-03    0.651076614581E-01    0.151604390261E-01   -0.299196789214E-01   
  8.13 -0.332212304705E+03   -0.167917934860E+02   -0.108381311943E+01    0.285086725399E+02    0.285918019126E+01   -0.219110420689E+03   -0.309543144627E+00   -0.417319070716E+01   -0.361921450024E+00   -0.942473547223E+01   -0.327094134071E+00   -0.343907341108E+00   -0.986989581609E+01   -0.147489678285E+00   -0.136618662110E+02    0.610474625618E+00   -0.553657014116E+00   -0.105275302286E+01   -0.356788941849E+00    0.955828009335E+02    0.294020738163E+01    0.157530064272E+00   -0.656115935903E+01   -0.624302925270E-02   -0.255118237377E+00    0.200317926978E+02    0.718345775214E+00    0.122198514347E+02    0.965866478143E-01    0.542893270770E+00    0.265327519710E-02   -0.253320224729E+02   -0.105640630293E+01   -0.452147260271E-01    0.223067748264E+01    0.749169383577E-01   -0.588970195145E+01   -0.269392685235E+00   -0.231438904631E+01   -0.602327874484E-01   -0.854289608501E-01    0.515934522357E+01    0.263030411824E+00   -0.211092647225E+01   -0.101720610103E+00    0.227198157581E-01    0.721372443036E-02    0.510392251435E+01    0.305793362241E+00   -0.697694696656E-01    0.341311628753E+00   -0.636116898124E-01    0.222904198430E+00    0.108300797008E+01   -0.305051323117E-01   -0.230244585220E+01   -0.167550703509E+00   -0.213413601313E+00    0.279643199557E+00    0.279445919285E-01    0.208387738121E+00   -0.410961665044E+00   -0.471173313937E-01   -0.372115330513E+00    0.579195895694E+00    0.603091598619E-01   -0.121172487180E+00    0.222561899393E+00   -0.483270830556E-02    0.629681460208E-01   -0.108425689975E+00   -0.615538467533E-01    0.113994175241E+00    0.154599133105E-01    0.510655412862E-01   -0.798822099604E-01    0.596234201548E-01   -0.912142230930E-01    0.336502058589E-02   -0.437454002900E-04    0.426134358847E-01    0.847368698490E-02   -0.199663199790E-01   
  8.40 -0.276419201089E+03   -0.134747728429E+02   -0.723147473915E+00    0.238094707661E+02    0.235848552563E+01   -0.192581663370E+03   -0.238725774767E+00   -0.349221446587E+01   -0.308766054215E+00   -0.824164518290E+01   -0.287930009276E+00   -0.228412403929E+00   -0.835683431915E+01   -0.129852646985E+00   -0.100568767616E+02    0.533774655028E+00   -0.429010440679E+00   -0.915791703070E+00   -0.293973918227E+00    0.812832983568E+02    0.236503482924E+01    0.135080632435E+00   -0.544280576458E+01    0.267704191269E-01   -0.235348357408E+00    0.164013466071E+02    0.574237759242E+00    0.996907111766E+01    0.242421524641E-01    0.488219607148E+00    0.688141155722E-02   -0.207468407483E+02   -0.847037266681E+00   -0.468587413785E-01    0.181122388715E+01    0.743736699074E-01   -0.467558866878E+01   -0.209848277103E+00   -0.188845414116E+01   -0.366945234824E-01   -0.821894735561E-01    0.408798329415E+01    0.207202270411E+00   -0.153231680986E+01   -0.673491214738E-01   -0.535709326010E-02    0.286692072851E-02    0.410110257343E+01    0.235755885337E+00   -0.654971340013E-01    0.263843363644E+00   -0.254989964837E-01    0.175054117372E+00    0.783462339817E+00   -0.198012909823E-01   -0.179015724757E+01   -0.131212446699E+00   -0.170829086806E+00    0.193450355387E+00    0.193224493333E-01    0.160570933775E+00   -0.297152689769E+00   -0.331730180330E-01   -0.291179978993E+00    0.419464916734E+00    0.478886550342E-01   -0.912858042116E-01    0.166905917810E+00   -0.416342798223E-02    0.548630660281E-01   -0.691997502870E-01   -0.523549377328E-01    0.755273665049E-01    0.126351323067E-01    0.422258102537E-01   -0.522087802280E-01    0.477622648857E-01   -0.645110488882E-01    0.404313899161E-02   -0.171672380829E-02    0.269410864182E-01    0.472719268161E-02   -0.123995863234E-01   
  8.67 -0.229470073985E+03   -0.108060477589E+02   -0.451812612822E+00    0.196167783577E+02    0.190895466630E+01   -0.170105608247E+03   -0.166977080568E+00   -0.294115294236E+01   -0.252159159202E+00   -0.712631486503E+01   -0.260351164216E+00   -0.139806589153E+00   -0.712326631961E+01   -0.117916168252E+00   -0.745782709020E+01    0.453573633989E+00   -0.333136621856E+00   -0.770268333508E+00   -0.249259768417E+00    0.695395443328E+02    0.191692229661E+01    0.113392480695E+00   -0.446477554379E+01    0.518790362995E-01   -0.212470361837E+00    0.135304621444E+02    0.465530433076E+00    0.803291244970E+01   -0.256124060579E-01    0.427073912379E+00    0.859829283054E-02   -0.171080107066E+02   -0.684198264967E+00   -0.446597545501E-01    0.146535045974E+01    0.737822753403E-01   -0.375121216166E+01   -0.166138397911E+00   -0.153425865403E+01   -0.134750732881E-01   -0.800449779798E-01    0.327259283344E+01    0.166099304030E+00   -0.113154018133E+01   -0.361413202095E-01   -0.253788734208E-01    0.285249768970E-04    0.331985014774E+01    0.182989575353E+00   -0.541316820222E-01    0.208974953194E+00   -0.655874009548E-02    0.136344278207E+00    0.555774057318E+00   -0.552733849193E-02   -0.141700059489E+01   -0.102663151409E+00   -0.133748733000E+00    0.137327264065E+00    0.129276633901E-01    0.119407796343E+00   -0.220330401439E+00   -0.226256486722E-01   -0.219701602293E+00    0.313053232765E+00    0.382154380613E-01   -0.629309034137E-01    0.132041160344E+00   -0.282218227349E-02    0.490997085634E-01   -0.425094120634E-01   -0.457055723559E-01    0.485247742648E-01    0.971973451217E-02    0.357202273441E-01   -0.321685368683E-01    0.358873711089E-01   -0.489224698033E-01    0.347352228289E-02   -0.335896611000E-02    0.167637505854E-01    0.305825255093E-02   -0.698518456683E-02   
  8.94 -0.190372107664E+03   -0.870088875825E+01   -0.259076792179E+00    0.160015091326E+02    0.150890672709E+01   -0.150920774926E+03   -0.104016206129E+00   -0.249059222271E+01   -0.197320268005E+00   -0.611403606239E+01   -0.237787835220E+00   -0.768834917270E-01   -0.610543139663E+01   -0.108340350413E+00   -0.560367774035E+01    0.372148581768E+00   -0.260062034345E+00   -0.625162710691E+00   -0.215986471944E+00    0.598351350778E+02    0.156536270599E+01    0.927396814337E-01   -0.362360660015E+01    0.661009675926E-01   -0.185584447893E+00    0.112452537492E+02    0.381650828058E+00    0.641565533576E+01   -0.532230882726E-01    0.361356693863E+00    0.903987821139E-02   -0.142049672894E+02   -0.555857281718E+00   -0.395801031240E-01    0.118635980036E+01    0.699067465292E-01   -0.303949175348E+01   -0.133278954523E+00   -0.124570522157E+01    0.440059177713E-02   -0.751866003096E-01    0.264537999124E+01    0.134888592599E+00   -0.857404639308E+00   -0.109819459707E-01   -0.373991964647E-01   -0.151388008546E-02    0.270657592572E+01    0.143206777050E+00   -0.413127307637E-01    0.168918399023E+00    0.126653786924E-02    0.105924481140E+00    0.389488143773E+00    0.820484547313E-02   -0.114028560114E+01   -0.801781556687E-01   -0.102400778330E+00    0.101501092235E+00    0.818529357686E-02    0.852556340114E-01   -0.168931141594E+00   -0.146920619417E-01   -0.159757824727E+00    0.242505923755E+00    0.307024109291E-01   -0.389642869224E-01    0.109930699925E+00   -0.122669809153E-02    0.439992919646E-01   -0.248297362430E-01   -0.401482153854E-01    0.300290979144E-01    0.702856824856E-02    0.305636966962E-01   -0.180474145472E-01    0.247053192455E-01   -0.405129529321E-01    0.227164100755E-02   -0.427585521509E-02    0.107431758989E-01    0.258830731374E-02   -0.342959561517E-02   
  9.21 -0.158132927940E+03   -0.707394153274E+01   -0.133777237531E+00    0.130206044083E+02    0.115699372921E+01   -0.134303761019E+03   -0.584418734894E-01   -0.211282060272E+01   -0.149051274894E+00   -0.523589155753E+01   -0.214285151823E+00   -0.380609102239E-01   -0.524333213278E+01   -0.981051541880E-01   -0.424723244239E+01    0.291914007267E+00   -0.204057366420E+00   -0.489033129478E+00   -0.187998152597E+00    0.516793860712E+02    0.128157702418E+01    0.734221767754E-01   -0.291503992647E+01    0.670914248016E-01   -0.154147936977E+00    0.938138437120E+01    0.312760403435E+00    0.511684292332E+01   -0.594214041641E-01    0.293187801446E+00    0.932951157153E-02   -0.118383792124E+02   -0.450754465964E+00   -0.325909764036E-01    0.967102930993E+00    0.600219298289E-01   -0.246818749307E+01   -0.106647088342E+00   -0.101625307688E+01    0.125898738485E-01   -0.643701403393E-01    0.214279626654E+01    0.109104278017E+00   -0.661674522628E+00    0.564068102151E-02   -0.416494385646E-01   -0.198413828986E-02    0.221078838601E+01    0.112354231952E+00   -0.321081039144E-01    0.136465840150E+00    0.540472475326E-02    0.828917059450E-01    0.274081124072E+00    0.176896642429E-01   -0.920223589917E+00   -0.621261908755E-01   -0.769458714990E-01    0.768221733107E-01    0.455704897908E-02    0.583655554127E-01   -0.132114441250E+00   -0.863193226911E-02   -0.113084464015E+00    0.191506849581E+00    0.247882308208E-01   -0.218924286418E-01    0.931169696246E-01    0.233452206939E-03    0.380655982648E-01   -0.128509089390E-01   -0.343694930997E-01    0.172478880910E-01    0.484483870633E-02    0.258503411320E-01   -0.821825906905E-02    0.148942891401E-01   -0.355797949686E-01    0.101000429579E-02   -0.388206218814E-02    0.758055087850E-02    0.250081382027E-02   -0.142638452854E-02   
