R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_3             v_1_0_4_3             v_1_0_4_5             v_1_0_6_7             v_2_0_0_2             v_2_0_2_0             v_2_0_2_2             v_2_0_2_4             v_2_0_4_6             v_2_2_0_2             v_2_2_2_0             v_2_2_2_1             v_2_2_2_2             v_2_2_2_3             v_2_2_2_4             v_2_2_4_6             v_2_2_6_8             v_3_0_0_3             v_3_0_2_1             v_3_0_2_3             v_3_0_2_5             v_3_0_4_7             v_3_2_0_3             v_3_2_2_1             v_3_2_2_3             v_3_2_2_4             v_3_2_2_5             v_3_2_4_7             v_3_2_6_9             v_4_0_0_4             v_4_0_2_4             v_4_0_2_6             v_4_0_4_8             v_4_2_0_4             v_4_2_2_2             v_4_2_2_4             v_4_2_2_6             v_4_2_4_8             v_4_4_0_4             v_4_4_2_2             v_4_4_2_4             v_4_4_2_5             v_4_4_2_6             v_4_4_4_8             v_5_0_0_5             v_5_0_2_7             v_5_2_0_5             v_5_2_2_7             v_5_4_0_5             v_5_4_2_5             v_5_4_2_7             v_5_4_4_9             v_6_0_0_6             v_6_0_2_8            v_6_0_4_10             v_6_2_0_6             v_6_2_2_8            v_6_2_4_10             v_6_4_0_6             v_6_4_2_8            v_6_4_4_10             v_6_6_0_6             v_6_6_2_8            v_6_6_4_10             v_7_0_0_7             v_7_0_2_9             v_7_2_0_7             v_7_2_2_9            v_7_2_4_11             v_7_4_0_7             v_7_4_2_9             v_7_6_0_7             v_7_6_2_9            v_7_6_4_11             v_8_6_0_8            v_8_6_2_10            v_9_4_2_11            v_9_6_2_11   
 16.77 -0.354021246116E+01   -0.184496988841E+00   -0.304651593112E-14    0.149520678099E+00   -0.409333678271E-14   -0.124034560218E+02    0.180582295918E-14   -0.609130090081E-01   -0.912207530725E-13   -0.173023102077E+00   -0.338908808022E-02   -0.438095263515E-02   -0.215668007929E+00   -0.444646355697E-15   -0.488631116326E-01    0.641892053698E-15   -0.294168345781E-02   -0.115632791603E-15   -0.424239333551E-02    0.261336222442E+01    0.181962475152E-01    0.122523246531E-13   -0.187157995781E-01   -0.511861603136E-14    0.220311367041E-13    0.256340402205E+00    0.205603332521E-02    0.550326096181E-01   -0.316325661755E-16   -0.780819220171E-16   -0.482274446051E-14   -0.326142058676E+00   -0.468584960678E-02   -0.178980901113E-14    0.785001800183E-02   -0.487825649375E-14   -0.376861895066E-01   -0.196499166650E-02   -0.716505670090E-02   -0.591280013987E-14    0.353060456534E-14    0.322624822385E-01   -0.717012330526E-15   -0.495196504142E-02    0.278911616581E-15   -0.248177841649E-16   -0.170003962599E-16    0.329655640785E-01   -0.164812259292E-15   -0.479337927603E-15   -0.245893349267E-14   -0.274210497096E-15    0.934587151122E-15    0.476186509198E-15    0.143187398187E-14   -0.686399720487E-02   -0.149013021635E-15   -0.165632080152E-02   -0.249163057015E-13   -0.152881127197E-14   -0.311445976280E-13   -0.158242625250E-02    0.211252428338E-15   -0.123491320805E-14    0.113217644423E-02   -0.213997951091E-15    0.375595121781E-15   -0.163958750402E-15   -0.736747180225E-16   -0.177207546429E-12    0.208840622197E-12    0.216866242996E-12   -0.106012372139E-12   -0.722800300028E-15   -0.691817451271E-16    0.870286261374E-13    0.330448900150E-16    0.436215651096E-15    0.978270314662E-17   -0.334063595818E-16   -0.122443029046E-15   -0.132353985335E-10    0.437105248511E-15   
 17.04 -0.320406565479E+01   -0.167376423974E+00   -0.273260883869E-14    0.132782579431E+00   -0.174953426065E-13   -0.116407076960E+02    0.167324998042E-14   -0.554461124670E-01   -0.830341511293E-13   -0.157657428998E+00   -0.309116080913E-02   -0.396325665113E-02   -0.198407810110E+00    0.316971039730E-15   -0.438266997307E-01    0.716523480443E-15   -0.266966790529E-02   -0.514033404570E-14   -0.382153207459E-02    0.241331759798E+01    0.162614752513E-01    0.106816357574E-13   -0.163078941918E-01   -0.121884022501E-14   -0.749981663134E-14    0.232908074404E+00    0.182921986089E-02    0.488628083108E-01   -0.341583578084E-16   -0.161206309815E-15   -0.283572593639E-14   -0.296434359232E+00   -0.420131116109E-02   -0.166483183929E-14    0.689004700653E-02   -0.706627747658E-15   -0.337151519521E-01   -0.181570274134E-02   -0.623627771932E-02   -0.542159217897E-14    0.355268867553E-14    0.288222596781E-01    0.599730205719E-15   -0.431897533777E-02    0.255565268828E-15    0.509447518066E-16    0.453168090422E-17    0.294800932911E-01   -0.137784211936E-15    0.293793690429E-15   -0.514834546257E-14   -0.170946360667E-15    0.309747167130E-15    0.491454512762E-15    0.126039093302E-14   -0.600141382877E-02   -0.118231273713E-15   -0.151916770036E-02   -0.208511487364E-13   -0.141236614381E-14   -0.267395021193E-13   -0.141690256519E-02    0.899326616823E-16   -0.111903456638E-14    0.977013844549E-03   -0.212631607335E-15    0.315332639339E-15   -0.128033774800E-15   -0.979572435727E-16   -0.154559015604E-12    0.190479027947E-12    0.192413058398E-12   -0.962600044062E-13   -0.444463182260E-15   -0.918240489214E-16    0.760644410951E-13    0.144018596106E-15    0.391823835832E-15    0.183090970179E-16   -0.249850421289E-15   -0.150949515126E-15   -0.115721600518E-10    0.361994914310E-15   
 17.31 -0.290444299539E+01   -0.152040816527E+00   -0.263613364633E-14    0.118128592641E+00    0.485422880195E-14   -0.109357953904E+02    0.140751855274E-14   -0.505445327316E-01   -0.752686444674E-13   -0.143866830761E+00   -0.282350511754E-02   -0.359103770261E-02   -0.182768493029E+00   -0.786135911385E-15   -0.393696410008E-01    0.518855985303E-15   -0.242650400516E-02    0.716703250545E-15   -0.344808060583E-02    0.223137893221E+01    0.145581297904E-01    0.979936242009E-14   -0.142373221650E-01   -0.392017455092E-14   -0.533524201845E-15    0.211936881828E+00    0.163042092398E-02    0.434647263180E-01    0.231555036233E-15   -0.305542593249E-15   -0.302315038551E-14   -0.269837534559E+00   -0.377334564093E-02   -0.148569115937E-14    0.605988381466E-02    0.292456273217E-14   -0.302153928845E-01   -0.167984137164E-02   -0.543975272772E-02   -0.489451932337E-14    0.274144762544E-14    0.257945607671E-01   -0.211301401699E-16   -0.377500617614E-02    0.210930163805E-15    0.149851516303E-16   -0.360628470320E-16    0.264094994802E-01   -0.125703264402E-15   -0.581498694621E-15   -0.169483045093E-14   -0.222575120557E-15    0.803903152332E-15    0.414968378009E-15    0.116541035416E-14   -0.525831944050E-02   -0.122210890345E-15   -0.139526639132E-02   -0.196243542731E-13   -0.166064409530E-14   -0.234503209677E-13   -0.127089845227E-02   -0.641675201376E-18   -0.937521764260E-15    0.845071950230E-03   -0.225771593728E-15    0.353526505741E-15   -0.111579791116E-15   -0.940408168518E-16   -0.135443349458E-12    0.172235113735E-12    0.171150895799E-12   -0.877695684260E-13   -0.532092634868E-15   -0.672590372643E-16    0.667143092235E-13    0.128457603011E-16    0.442871614064E-15    0.110256942040E-16   -0.133852135201E-15   -0.111349744894E-15   -0.101393004844E-10    0.342845680255E-15   
 17.58 -0.263688991432E+01   -0.138285757788E+00   -0.202631521741E-14    0.105273891849E+00   -0.152175183465E-13   -0.102835302890E+02    0.138123291761E-14   -0.461423205303E-01   -0.686367895248E-13   -0.131468923622E+00   -0.258264283525E-02   -0.325874728889E-02   -0.168576020808E+00   -0.163075709693E-15   -0.354186626473E-01    0.599506484465E-15   -0.220875093745E-02    0.583963454506E-15   -0.311607966535E-02    0.206566224566E+01    0.130555450841E-01    0.880650312961E-14   -0.124529339596E-01   -0.607469043414E-14    0.606071909303E-14    0.193135801766E+00    0.145581751636E-02    0.387321212774E-01    0.132095826760E-15   -0.190499089614E-15   -0.258629681948E-14   -0.245984691731E+00   -0.339461478534E-02   -0.128852158849E-14    0.534034631971E-02    0.161430289132E-14   -0.271248950585E-01   -0.155601788143E-02   -0.475500986304E-02   -0.401207617447E-14    0.366178337964E-14    0.231246025673E-01   -0.232647260980E-15   -0.330643120121E-02    0.209476100664E-15    0.328706544670E-16    0.315433246541E-16    0.236990448684E-01   -0.109952949335E-15   -0.238073997867E-15   -0.350555690204E-14   -0.362893618249E-15    0.362910134109E-15    0.414765893674E-15    0.107095835739E-14   -0.461667058188E-02   -0.132498372864E-15   -0.128315887617E-02   -0.168743881444E-13   -0.957744750930E-15   -0.206630436701E-13   -0.114185963263E-02    0.219595017490E-15   -0.821157092036E-15    0.732591487964E-03   -0.203126230354E-15    0.275104457187E-15   -0.755353513295E-16   -0.115545758243E-15   -0.118459871950E-12    0.156003164244E-12    0.152596393628E-12   -0.800074207209E-13   -0.348512946528E-15   -0.914956773674E-16    0.585443921903E-13    0.818075850023E-16    0.362909089800E-15    0.197088406079E-16   -0.683773158760E-16   -0.961022396693E-16   -0.890202612389E-11    0.338038079101E-15   
 17.85 -0.239755270942E+01   -0.125932034538E+00   -0.206293471157E-14    0.939759242954E-01    0.101512109005E-13   -0.967925900160E+01    0.134649552982E-14   -0.421820684905E-01   -0.626411859928E-13   -0.120304794635E+00   -0.236554030415E-02   -0.296158458912E-02   -0.155677318008E+00   -0.647885608275E-16   -0.319105582749E-01    0.898593039049E-15   -0.201342229635E-02   -0.365696988762E-14   -0.282039453426E-02    0.191450435264E+01    0.117275025100E-01    0.707921169142E-14   -0.109119218063E-01   -0.391302534303E-15   -0.993683807980E-15    0.176251957609E+00    0.130215874911E-02    0.345746762094E-01    0.596513957045E-16   -0.528195999468E-15   -0.121577165425E-14   -0.224556917966E+00   -0.305882451556E-02   -0.114960219955E-14    0.471532084786E-02   -0.148878180431E-14   -0.243905799277E-01   -0.144300469438E-02   -0.416499262002E-02   -0.360987068066E-14    0.184512827932E-14    0.207655627739E-01   -0.151513376028E-15   -0.290187440128E-02    0.159282055223E-15    0.337641876632E-16   -0.135435982670E-16    0.213018995786E-01   -0.105026896403E-15   -0.612104597316E-15   -0.233151074968E-14   -0.376093271079E-15    0.532426526670E-15    0.370651324499E-15    0.976646899003E-15   -0.406136715240E-02   -0.123012624182E-15   -0.118156653566E-02   -0.150303120665E-13   -0.624930234546E-15   -0.181383939365E-13   -0.102759814027E-02    0.644039440909E-16   -0.709450561044E-15    0.636466476118E-03   -0.214660213020E-15    0.225795139558E-15   -0.105833223089E-15   -0.818275185527E-16   -0.103476073499E-12    0.143077463053E-12    0.136092923553E-12   -0.731061815975E-13   -0.418529468273E-15   -0.817427090535E-16    0.515333747897E-13    0.497139016307E-16    0.354305980081E-15    0.119692448399E-16   -0.147816885380E-15   -0.104391527053E-15   -0.783129149603E-11    0.261507678945E-15   
 18.12 -0.218308994931E+01   -0.114822355237E+00   -0.193982077970E-14    0.840276558108E-01   -0.851544380596E-14   -0.911880131384E+01    0.117870869650E-14   -0.386136980688E-01   -0.571173031353E-13   -0.110235687342E+00   -0.216954600020E-02   -0.269538645385E-02   -0.143937479282E+00    0.782423362669E-15   -0.287907006841E-01    0.520941705579E-15   -0.183792042610E-02   -0.769258802966E-15   -0.255659080778E-02    0.177643416925E+01    0.105515317903E-01    0.640807973838E-14   -0.957836507733E-02    0.357058156751E-14    0.118385038724E-13    0.161065143563E+00    0.116667046818E-02    0.309154231634E-01    0.639373709388E-16   -0.155589195681E-15    0.187479291123E-14   -0.205276407984E+00   -0.276056359705E-02   -0.104501909587E-14    0.417123498123E-02   -0.348223934810E-14   -0.219669104219E-01   -0.133971535574E-02   -0.365545010697E-02   -0.324896041855E-14    0.216491009983E-14    0.186773261828E-01    0.477820196658E-15   -0.255181206697E-02    0.159128692594E-15    0.408905092045E-16   -0.524972175150E-17    0.191779029335E-01   -0.646419929052E-16    0.239394989589E-15   -0.487204889038E-14   -0.203970056227E-15    0.911827470425E-15    0.366171353043E-15    0.864738074622E-15   -0.357973760875E-02   -0.109795247072E-15   -0.108936579447E-02   -0.143589601292E-13    0.655582556962E-16   -0.156930212881E-13   -0.926235323131E-03   -0.161381556819E-15   -0.561481439104E-15    0.554123147826E-03   -0.219523993574E-15    0.230008582353E-15   -0.859613841108E-16   -0.672336120545E-16   -0.909479416008E-13    0.130399615761E-12    0.121788227969E-12   -0.667561063198E-13   -0.316894765941E-15   -0.624187120746E-16    0.454325004137E-13    0.323125224213E-16    0.314164308040E-15   -0.537997254304E-17   -0.206844539998E-15   -0.114238078745E-15   -0.690265558458E-11    0.247145049999E-15   
 18.39 -0.199059802223E+01   -0.104818513262E+00   -0.156149700947E-14    0.752519697896E-01   -0.418009328067E-13   -0.859839596399E+01    0.115081901588E-14   -0.353934334763E-01   -0.522228601844E-13   -0.101140195786E+00   -0.199233766802E-02   -0.245653490563E-02   -0.133237384873E+00   -0.811446457743E-15   -0.260117889173E-01    0.517006578672E-16   -0.167998103892E-02   -0.471522941688E-15   -0.232083036684E-02    0.165014810405E+01    0.950833005846E-02    0.602968283788E-14   -0.842204543901E-02    0.177275439545E-14   -0.872820683519E-14    0.147383201543E+00    0.104697964921E-02    0.276886134088E-01   -0.231621183364E-16   -0.718365059405E-16    0.233790205586E-14   -0.187900659036E+00   -0.249516914555E-02   -0.966198582642E-15    0.369662702189E-02    0.229767856467E-14   -0.198147286618E-01   -0.124518652931E-02   -0.321444309276E-02   -0.297077775626E-14    0.208991939809E-14    0.168254433536E-01   -0.721166632428E-15   -0.224824969535E-02    0.153312998107E-15    0.431652421010E-16    0.184517741368E-16    0.172925334378E-01   -0.887086215825E-16   -0.458302507905E-15   -0.311487771781E-14   -0.225790899040E-15    0.541734385796E-15    0.330779021648E-15    0.801843405658E-15   -0.316112009682E-02   -0.115999382709E-15   -0.100556738623E-02   -0.127149013352E-13   -0.917656589015E-15   -0.137883507242E-13   -0.836154387241E-03    0.100703880543E-15   -0.508371153444E-15    0.483422673447E-03   -0.152714982623E-15    0.171610862405E-15   -0.110702737130E-15   -0.512850253986E-16   -0.805126515232E-13    0.120323630316E-12    0.109079028359E-12   -0.611487028082E-13   -0.298482873848E-15   -0.803635964970E-16    0.401154636520E-13   -0.444724512209E-17    0.272770959366E-15   -0.781900466617E-17   -0.588812089427E-16   -0.100773357587E-15   -0.609543961716E-11    0.271087382310E-15   
 18.66 -0.181754840341E+01   -0.957989296181E-01   -0.163229027165E-14    0.674970104159E-01    0.533165627032E-14   -0.811465331398E+01    0.107940544641E-14   -0.324829315679E-01   -0.479640518725E-13   -0.929118828817E-01   -0.183187740502E-02   -0.224187915725E-02   -0.123471658076E+00    0.221015602996E-15   -0.235327905193E-01   -0.830499520215E-16   -0.153762638430E-02   -0.625763054263E-15   -0.210978403184E-02    0.153448890271E+01    0.858127774843E-02    0.533467409820E-14   -0.741747882300E-02   -0.333016480803E-14    0.537954649903E-14    0.135038107562E+00    0.941051660591E-03    0.248379517564E-01    0.204546902278E-15   -0.331537042110E-15   -0.154583787482E-14   -0.172217555163E+00   -0.225861420106E-02   -0.883729110898E-15    0.328179329898E-02    0.373800921833E-14   -0.179002864050E-01   -0.115856251168E-02   -0.283194257586E-02   -0.236641931276E-14    0.146965395130E-14    0.151802631095E-01    0.181293196947E-15   -0.198445889732E-02    0.134160269979E-15    0.163241166936E-16    0.825554160021E-17    0.156160498869E-01   -0.782086736443E-16   -0.357816600474E-15   -0.414207105908E-14   -0.186858510397E-15    0.455739772609E-15    0.329096896524E-15    0.723377341510E-15   -0.279652057166E-02   -0.111817861292E-15   -0.929298642970E-03   -0.112247530070E-13   -0.169638691368E-15   -0.124338441019E-13   -0.755960777619E-03    0.149953142870E-15   -0.428045639562E-15    0.422582744348E-03   -0.138255550251E-15    0.285585455445E-15   -0.745664836975E-16   -0.882031382415E-16   -0.702730167630E-13    0.109309444123E-12    0.978611616975E-13   -0.561116922012E-13   -0.278614946534E-15   -0.693761187868E-16    0.355444144102E-13    0.499226225131E-16    0.303770249409E-15   -0.330523312557E-16   -0.700816621262E-16   -0.121132128591E-15   -0.539241420371E-11    0.234516686114E-15   
 18.93 -0.166173465899E+01   -0.876565244222E-01   -0.145263534702E-14    0.606323010032E-01   -0.255495951893E-14   -0.766451395332E+01    0.851297452087E-15   -0.298485421699E-01   -0.438797310110E-13   -0.854572540008E-01   -0.168637340672E-02   -0.204866970122E-02   -0.114546911577E+00    0.385925373940E-15   -0.213180468082E-01    0.394344839923E-15   -0.140912554990E-02   -0.880178135386E-15   -0.192055803197E-02    0.142842742072E+01    0.775603407025E-02    0.463875034267E-14   -0.654312221167E-02   -0.840014984810E-15   -0.631685593367E-14    0.123882650491E+00    0.847138058596E-03    0.223151287125E-01   -0.119510069768E-16   -0.208602986275E-15   -0.222406425351E-14   -0.158041194120E+00   -0.204741349669E-02   -0.789766883787E-15    0.291849838234E-02    0.203983841274E-14   -0.161944340722E-01   -0.107908188190E-02   -0.249950253237E-02   -0.260292009220E-14    0.165077344367E-14    0.137162078818E-01    0.137074465464E-15   -0.175476250600E-02    0.133062080046E-15    0.296470220160E-16    0.105737812228E-16    0.141227732249E-01   -0.664851204980E-16   -0.137543318045E-15   -0.174444347021E-14   -0.188556586433E-15    0.234620863188E-15    0.302690297663E-15    0.645144078372E-15   -0.247833290689E-02   -0.102274466676E-15   -0.859788332185E-03   -0.100496543980E-13   -0.152825140304E-15   -0.106022219407E-13   -0.684449012598E-03    0.229825859566E-16   -0.356552010365E-15    0.370114157027E-03   -0.126778798656E-15    0.180108824355E-15   -0.769754271580E-16   -0.509402760137E-16   -0.624134213769E-13    0.101798129824E-12    0.879141757557E-13   -0.512765699631E-13   -0.270301954404E-15   -0.420292366667E-16    0.314918247516E-13    0.297966631644E-16    0.259414029648E-15    0.536930718812E-17   -0.272455318555E-16   -0.985588769036E-16   -0.477888391330E-11    0.215522015168E-15   
 19.20 -0.152122756236E+01   -0.802968727569E-01   -0.142642129444E-14    0.545455003295E-01    0.609269416783E-14   -0.724521242086E+01    0.922304630614E-15   -0.274606777875E-01   -0.402961128240E-13   -0.786940286900E-01   -0.155424730813E-02   -0.187450246384E-02   -0.106380238424E+00   -0.524646727458E-15   -0.193365145414E-01    0.531278570837E-15   -0.129296072614E-02    0.111059656422E-14   -0.175063194756E-02    0.133104688457E+01    0.702019809247E-02    0.458078893702E-14   -0.578072181316E-02   -0.239350792915E-15    0.138339107865E-13    0.113787606714E+00    0.763733029573E-03    0.200785969515E-01    0.269718320777E-15   -0.134930773993E-15    0.133382687679E-14   -0.145208336215E+00   -0.185854427245E-02   -0.694060526458E-15    0.259973629309E-02   -0.764649038015E-15   -0.146719406287E-01   -0.100606596675E-02   -0.220999233244E-02   -0.222253402852E-14    0.144104785504E-14    0.124111667721E-01    0.970515236678E-16   -0.155435853173E-02    0.846596192890E-16    0.525855255715E-16    0.235660947841E-16    0.127904845029E-01   -0.582958693436E-16   -0.165625961288E-15   -0.202360055705E-14   -0.136744113716E-15    0.637370123957E-15    0.300711915402E-15    0.620899901074E-15   -0.220010907782E-02   -0.112202503270E-15   -0.796353645425E-03   -0.843960723682E-14   -0.677022448127E-15   -0.949766951491E-14   -0.620574847629E-03   -0.660713531967E-16   -0.314794144366E-15    0.324769367583E-03   -0.136412925485E-15    0.225982086445E-15   -0.529847986813E-16   -0.549962216574E-16   -0.548131535061E-13    0.937679126244E-13    0.790757385849E-13   -0.473644873473E-13   -0.246578374736E-15   -0.474356973319E-16    0.279833099724E-13   -0.160853275784E-16    0.255787618476E-15    0.781813523432E-17   -0.138669480088E-15   -0.112653176365E-15   -0.424241942296E-11    0.206781114506E-15   
 19.47 -0.139433698795E+01   -0.736366062453E-01   -0.135561312192E-14    0.491396854920E-01   -0.119523705723E-13   -0.685424535079E+01    0.105680327219E-14   -0.252932752692E-01   -0.368919055705E-13   -0.725496632520E-01   -0.143410623888E-02   -0.171727137327E-02   -0.988979106818E-01    0.319369964423E-15   -0.175611219320E-01    0.355085162906E-15   -0.118779847080E-02    0.649065543467E-15   -0.159780620656E-02    0.124152927244E+01    0.636302406206E-02    0.382889244681E-14   -0.511477593925E-02   -0.635355173359E-14    0.547075023065E-14    0.104639330988E+00    0.689536950621E-03    0.180925487827E-01    0.172065931751E-15   -0.151345274102E-15   -0.489360009493E-14   -0.133575375305E+00   -0.168937956375E-02   -0.688844818107E-15    0.231953318329E-02   -0.409915915815E-15   -0.133109217515E-01   -0.938908853729E-03   -0.195737730546E-02   -0.186247995887E-14    0.189586122908E-14    0.112459859005E-01   -0.703289284675E-16   -0.137917552336E-02    0.821751077921E-16    0.512837576898E-16    0.117069670468E-16    0.115999188755E-01   -0.658728537456E-16   -0.107886344128E-15   -0.293329418271E-14   -0.997437363964E-16   -0.202895653407E-16    0.271880281078E-15    0.560430348620E-15   -0.195636991955E-02   -0.831057677021E-16   -0.738389008257E-03   -0.896552562957E-14    0.354749196387E-15   -0.860670581479E-14   -0.563431852699E-03    0.946499234096E-16   -0.354469478667E-15    0.285500630153E-03   -0.138123473587E-15    0.130396789451E-15   -0.617525348650E-16   -0.438206489846E-16   -0.485008273549E-13    0.863348009833E-13    0.712112219473E-13   -0.434053402242E-13   -0.242894311047E-15   -0.533197907099E-16    0.248735074487E-13    0.437678180283E-16    0.282198064386E-15    0.869328334152E-17   -0.320165261130E-16   -0.666380166623E-16   -0.377242575427E-11    0.189392634760E-15   
 19.74 -0.127957948229E+01   -0.676020268073E-01   -0.110021234630E-14    0.443310704062E-01   -0.461271684170E-14   -0.648934345130E+01    0.979477012806E-15   -0.233233349759E-01   -0.340999084833E-13   -0.669600849385E-01   -0.132471885808E-02   -0.157512797958E-02   -0.920342547960E-01   -0.828962806270E-16   -0.159682207247E-01    0.435016771042E-15   -0.109246517647E-02   -0.799339593222E-15   -0.146015755773E-02    0.115914350488E+01    0.577518168502E-02    0.369498380612E-14   -0.453209121064E-02    0.735516176901E-15    0.423162861815E-14    0.963376975111E-01    0.623425828136E-03    0.163260594290E-01   -0.109713740144E-16    0.328394863262E-16    0.145197213995E-14   -0.123015749279E+00   -0.153763186151E-02   -0.613899072826E-15    0.207278383790E-02    0.457815536628E-14   -0.120923578464E-01   -0.877068726215E-03   -0.173653827926E-02   -0.195917673047E-14    0.904763426567E-15    0.102040393768E-01   -0.171031288802E-15   -0.122575339865E-02    0.113076296925E-15    0.593165628469E-16   -0.184033315009E-16    0.105343392585E-01   -0.621748956113E-16   -0.394922440446E-15   -0.381476090110E-14   -0.130718411568E-15    0.283416555852E-15    0.265527404520E-15    0.518106759362E-15   -0.174244886296E-02   -0.751453949393E-16   -0.685356435911E-03   -0.761183580638E-14   -0.326198709302E-15   -0.754855029027E-14   -0.512231654891E-03    0.777503540249E-16   -0.292492941291E-15    0.251425833302E-03   -0.111469693715E-15    0.185497040675E-15   -0.520092661076E-16   -0.553178509729E-16   -0.431862138160E-13    0.788008337338E-13    0.642901595186E-13   -0.399720131643E-13   -0.196718448211E-15   -0.240971163842E-16    0.221725094407E-13    0.263726125815E-16    0.227372293380E-15   -0.724691924841E-17   -0.535047199485E-16   -0.718958718236E-16   -0.335991903831E-11    0.161649551915E-15   
 20.01 -0.117565060278E+01   -0.621279035908E-01   -0.110909311659E-14    0.400470856595E-01   -0.106263164411E-13   -0.614844681003E+01    0.696303236181E-15   -0.215305254291E-01   -0.312907248329E-13   -0.618686050818E-01   -0.122499475787E-02   -0.144644700049E-02   -0.857306776889E-01   -0.205831713545E-15   -0.145371191232E-01    0.254949165529E-15   -0.100592607933E-02    0.267223616955E-15   -0.133600122110E-02    0.108323518411E+01    0.524855377733E-02    0.365839169421E-14   -0.402141491510E-02    0.310135780680E-14   -0.718210308823E-14    0.887943363962E-01    0.564425602079E-03    0.147523674611E-01    0.273439935506E-17    0.661901903066E-16   -0.172779301643E-14   -0.113417721388E+00   -0.140130541794E-02   -0.579551075204E-15    0.185511584176E-02    0.303413721875E-14   -0.109996868186E-01   -0.820060330635E-03   -0.154312276126E-02   -0.170521473584E-14    0.151583067260E-14    0.927086726189E-02   -0.219806162185E-15   -0.109114499058E-02    0.657793093455E-16    0.265393468264E-16    0.382697939141E-16    0.957917623642E-02   -0.489156510561E-16   -0.364470578220E-15   -0.260643522694E-14   -0.416048938911E-16    0.200747118885E-15    0.253643420698E-15    0.480802363272E-15   -0.155436255291E-02   -0.978873772509E-16   -0.636777203658E-03   -0.630080415226E-14   -0.769073086963E-15   -0.681914230092E-14   -0.466287232531E-03    0.967469611138E-16   -0.201122543709E-15    0.221800538814E-03   -0.117862101111E-15    0.140024963675E-15   -0.573850556894E-16   -0.515410861750E-16   -0.383557331915E-13    0.727595019370E-13    0.581432609501E-13   -0.369658810077E-13   -0.188543375256E-15   -0.462663716697E-16    0.198052942928E-13    0.491480084280E-17    0.210385493321E-15    0.142981400496E-16   -0.591969674178E-16   -0.105959011281E-15   -0.299726980216E-11    0.183870682755E-15   
 20.28 -0.108140127019E+01   -0.571564280318E-01   -0.927803170221E-15    0.362247588369E-01   -0.831476535525E-14   -0.582968309327E+01    0.849603457330E-15   -0.198968434138E-01   -0.289110445157E-13   -0.572249838867E-01   -0.113396672469E-02   -0.132979685811E-02   -0.799348216822E-01    0.290012995265E-15   -0.132496829001E-01    0.436757555850E-15   -0.927267259157E-03   -0.219413335313E-14   -0.122385864144E-02    0.101321766151E+01    0.477606505768E-02    0.312834293848E-14   -0.357312967738E-02   -0.324961008340E-14   -0.193717960358E-14    0.819311199118E-01    0.511690489373E-03    0.133482689829E-01    0.690959308625E-16   -0.119982904389E-15   -0.112042030461E-14   -0.104682475198E+00   -0.127865577775E-02   -0.517943652752E-15    0.166277643969E-02    0.381513773233E-15   -0.100184591948E-01   -0.767448415109E-03   -0.137342188420E-02   -0.162306415523E-14    0.145159568380E-14    0.843386933849E-02    0.658609748430E-16   -0.972834492098E-03    0.695177099535E-16    0.546259566850E-16    0.105888963866E-16    0.872172321294E-02   -0.490266551549E-16   -0.271346264326E-15   -0.288445722758E-14   -0.120360407794E-15    0.258786182933E-15    0.217917790677E-15    0.442805168551E-15   -0.138870344276E-02   -0.809818294763E-16   -0.592224638045E-03   -0.621362585869E-14    0.935789327720E-16   -0.598422057039E-14   -0.424998756629E-03    0.126349915696E-15   -0.186980236357E-15    0.195995032990E-03   -0.124406573197E-15    0.926227454938E-16   -0.669688953953E-16   -0.268948166017E-16   -0.339227313236E-13    0.680767859572E-13    0.525980707554E-13   -0.340918006400E-13   -0.155330911761E-15   -0.458173984210E-16    0.177095719205E-13    0.523291329079E-16    0.208652236278E-15    0.230889391328E-16   -0.422299557828E-16   -0.640437672422E-16   -0.267780851686E-11    0.172607598093E-15   
